id,title,author,category_id,description,img_url,isbn
20,Mô hình tăng trưởng kinh tế của Việt Nam,"Văn Hiền Hà, Hồng Chương Phạm",2,Economic growth model of Vietnam in post-crisis of world economy.,https://books.google.com/books/content?id=mydonh6b4aMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,CORNELL:31924119642704
21,20 năm đổi mới và sự hình thành thể chế kinh tế thị trường định hướng xã hội chủ nghĩa,Cúc Nguyễn,2,Giới thiệu quá trình đổi mới và sự lựa chọn kinh tế thị trường định hướng XHCN ở nước ta. Đổi mới thể chế kinh tế phù hợp với cơ chế thị trường định hướng XHCN. Đổi mới hệ thống chính trị phù hợp với điều kiện kinh tế thị trường định hướng XHCN ở nước ta. Lý luận về sở hữu và tái cơ cấu doanh nghiệp. Hội nhập và nâng cao sức cạnh tranh của nền kinh tế.,https://books.google.com/books/content?id=wp5PAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,UCR:31210020951560
22,Kinh T¿ H¿c So пng Qua M¿t Bài H¿c,Unknown,2,"Kinh Tế Học là một môn học được coi là khô khan nhưng dễ học, và đây cũng là một lý do tại sao các học sinh đã đậu tú tài toàn phần ở Việt Nam sau 1975 đã đua nhau thi vào trường Đại học Kinh tế. Nhưng có một sự thật mà ít người biết đến, đó là môn học này tuy dễ học nhưng khó có ai mà có thể thu thập được tất cả các luật lệ chủ yếu ban đầu của nó mà khi áp dụng vào thực tế đều bỏ sót các khía cạnh quan trọng và kết quả là đưa tới những ngộ nhận chung quanh một vấn đề áp dụng của một luật nào đó. Nhưng từ khi cuốn sách Kinh Tế Học này được viết bởi Henry Hazlitt, một chủ bút văn học chuyên viết về các đề tài và các bài báo phê bình với chủ đề Kinh tế học đã ra đời, nó đã hướng dẫn và giáo dục lại không những các sinh viên mà còn cả những nhà kinh tế học lão luyện đã từng áp dụng các luật cơ bản một cách thiếu sót và đã bỏ qua các kết quả quan trọng của một chính sách kinh tế nào đó. Dịch giả Vân Trường, chỉ với một văn bằng Cử nhân văn chương Anh ngữ, nhưng với một trình độ hiểu biết văn phạm và ngữ vựng phong phú đã chuyển ngữ một cách tường tận và lưu loát tất cả những ý chính trong quyển Kinh Tế Học Sơ Đẳng Qua Một Bài Học này để giúp đỡ cho các sinh viên hoặc những ai muốn chiếm hữu một kiến thức hoàn hảo về các luật lệ cơ bản của môn kinh tế học nhằm mục đích để phát triển trình độ hiểu biết thì nên mua ngay cuốn sách này để học hỏi.",https://books.google.com/books/content?id=U9bKzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990434258
23,Những đỉnh cao chỉ huy,"Daniel Yergin, Joseph Stanislaw, Phạm Quang Diệu",2,"Cuốn sách thuật lại cuộc chiến giữa hai định hướng: thị trường tự do và nhà nước quản lý, ở các nước như Anh, Ấn Độ, Trung Quốc... hai định hướng này đã đấu tranh và giằng co như thế nào. Tuy sách này không có được sự hoành tráng như cuốn Dầu mỏ, nhưng đọc cũng rất đã, nếu bạn đã từng một lần đặt ra câu hỏi trong đầu rằng cách nào tốt hơn cho nền kinh tế hiện tại: tự do hóa thị trường hay có sự định hướng của nhà nước? Nếu có sự can thiệp của nhà nước thì nên can thiệp ở mức độ nào?... Tất nhiên, các câu hỏi trên không thể được giải đáp triệt để bởi cuốn sách, nhưng được hai tác giả kể lại những câu chuyện thực tế xảy ra ở các nước liên quan đến vấn đề trên cũng giúp mỗi độc giả có thể tự rút ra kết luận tạm thời của riêng mình.",https://books.google.com/books/content?id=zL6qEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,N/A
24,Tác động của hội nhập kinh tế quốc tế đến tư duy và đời sống kinh tế-xã hội ở Việt Nam,Unknown,2,Influence of world trade integration to the social life in Vietnam.,https://books.google.com/books/content?id=9mOOm5gJ26QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,UCBK:C069972736
25,Nền kinh tế quá độ trong thời kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam,Văn Phúc Vũ,2,Economic development during the transitional period in Vietnam.,https://books.google.com/books/content?id=gNwGop4-TD0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,UCR:31210020325062
26,Kinh tế Mỹ,Thiết Sơn Nguyễn,2,"Sự thăng trà̂m kinh té̂ Mỹ và việc duy trì vai trò cường quó̂c, kinh té̂ só̂ một Mỹ - NAFTA và tác động của nó đó̂i với nè̂n kinh té̂ thé̂ giới. Đà̂u tư nước ngoài của Mỹ. Mỹ kích thích xuá̂t khuả̂u như thé̂ nào? Kinh té̂ Mỹ đà̂u những năm 90 và triẻ̂n vọng.",https://books.google.com/books/content?id=CXTsAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,UOM:39015037609883
27,Kinh tế Việt Nam trên đường hội nhập,Ngọc Thơ Trần,2,Aspects of economic liberalisation to the economic growths in Vietnam.,https://books.google.com/books/content?id=xcnsAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,UOM:39015063121787
28,Nền Tảng Tâm Lý Học, Nicky Hayes,3,"Những ai đang quan tâm đến ngành tâm lý học, chắc chắn phải luôn đặt ra những câu hỏi là tâm lý học hiện đại đến từ đâu và phát triển từ nền tảng cốt lõi nào? "" Nền tảng tâm lý học "" trình bày súc tích và đầy đủ nhất về nguồn gốc triết học của tâm lý học, các trường phái tư tưởng trong tâm lý học, các lĩnh vực cùng những quan điểm tâm lý học khác nhau...Phương pháp biên soạn của sách còn nhắm đến ba mục đích chính: giải thích những quan điểm hoàn toàn phức tạp, sử dụng ngôn ngữ rõ ràng, dễ hiểu; chứng minh quan điểm về tâm lý học đã phát triển rõ nét và phong phú khoảng hơn một thế kỷ qua và cuối cùng là phản ánh những gì đang diễn ra trong tâm lý học hiện đại. Sách còn cung cấp một cách nhìn rộng thoáng, chiết trung, luôn cập nhật về ngành tâm lý học. Mục lục: Lời nói đầu Chương 1: Quan điểm trong tâm lý học Phần 1: Tâm lý học nhận thức Chương 2: Nhận thức và chú ý Chương 3: Trí nhớ Chương 4: Ngôn ngữ và biết đọc biết viết Chương 5: Suy nghĩ và trình bày Phần 2: Tính chất cá nhân và tính bất thường Chương 6: Trí năng Chương 7: Thuyết nhân cách Chương 8: Mô hình y tế của hành vi bất thường Chương 9: Những mô hình thay thế mô hình y tế Phần 3: Tâm lý học sinh lý Chương 10: Phát triển não và tâm lý học thần kinh lâm sàng Chương 11: Ý thức Chương 12: Cảm giác và cận tâm lý học Chương 13: Cảm xúc và động cơ thúc đẩy Phần 4: Tâm lý học xã hội Chương 14: Cái tôi và người khác Chương 15: Tìm hiểu người khác Chương 16: Ảnh hưởng xã hội và hoạt động xã hội Chương 17: Thái độ, thành kiến và hành vi đám đông Phần 5: Tâm lý học phát triển Chương 18: Tập quen và phát triển kỹ năng Chương 19: Phát triển nhận thức và nhận thức xã hội Chương 20: Phát triển xã hội Chương 21: Tâm lý học phát triển tuổi đời Phần 6: Tâm lý học so sánh Chương 22: Giới thiệu tâm lý học so sánh Chương 23: Hành vi động vật Chương 24: Giao tiếp ở động vật Chương 25: Phương pháp và đạo đức trong tâm lý học Mời bạn đón đọc.",https://books.google.com/books/content?id=A3LQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,N/A
29,Kiến tạo Harvard hiện đại,"Morton Keller, Phyllis Keller ",3,"Cuốn sách là bức tranh trung thực và giàu thông tin về trường đại học nổi bật nhất của Hoa Kỳ từ năm 1933 đến nay: bảy thập kỷ thay đổi kỳ diệu. Harvard của những năm đầu thế kỷ 20 là ngôi trường cổ kính và giàu có nhất đất nước, nhưng không có nghĩa là xuất sắc nhất. Đến cuối thế kỷ, trường đã được công nhận rộng rãi là cơ sở giáo dục đại học hàng đầu của quốc gia và quốc tế. Với sự nhiệt tình, hài hước và thấu hiểu, Morton và Phyllis Keller đã kể lại câu chuyện về sự chuyển mình vươn lên đó: một truyền thuyết về những con người hấp dẫn, những thành tựu đáng chú ý và cả những sai lầm về học thuật cũng đáng chú ý không kém. Với lần xuất bản này, các tác giả đã bổ sung thêm một chương về những bất đồng ý kiến xung quanh nhiệm kỳ viện trưởng và sự ra đi của Lawrence Summers. Họ cũng nêu lên khía cạnh lịch sử của những mối quan tâm lớn hiện nay ở Harvard: tác động của cuộc cách mạng khoa học đời sống, những thay đổi về chương trình giảng dạy ở trường Đại học và các truòng chuyên ngành, và việc xây dựng một cơ sở mới ở Allston.",https://books.google.com/books/content?id=CjA_EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,N/A
30,Mặc Kệ Thiên Hạ - Sống Như Người Nhật,Mari Tamagawa,3,"Nếu bạn định than thở ""Mình mệt quá"" hay ""Mình cảm thấy bị tổn thương"" rồi chờ mong ai đó xoa dịu thì đừng nên làm như vậy. Tại sao ư? Bởi điều đó không những không thể giúp bạn giải quyết nỗi khổ của bản thân mà còn cứa sâu vào vết thương của bạn. --Quan điểm của người khác sẽ chỉ mang tới cho bạn sự băn khoăn, phiền muộn và ngày càng dồn ép bạn .. --Quan điểm của bản thân sẽ giúp bạn tự tin, thoải mái hơn và cỗ vũ bạn bước tiếp..",https://books.google.com/books/content?id=7T3CDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,N/A
31,Cánh Cửa Tương Lai,BÙI QUYẾT,3,"Để thành công chúng ta cần có sự sáng tạo vậy làm thế nào để sáng tạo? Để sáng tạo chúng ta cần phải có những kiến thức, để có những kiến thức chúng ta cần phải tìm tòi và học hỏi. Cuốn sách ""Cánh Cửa Tương Lai"" là hành trang cần có giúp bạn bước chân trên con đường sáng tạo. chúc các bạn sớm thành công! Sách đã được đăng ký quyền tác giả tại Cục bản quyền tác giả Việt Nam.",https://books.google.com/books/content?id=O9sxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,N/A
32,sự cần thiết 18000 từ điển y tế bằng tiếng Việt,Nam H Nguyen,3,sự cần thiết 18000 từ điển y tế ở bằng tiếng Việt là một nguồn lực lớn bất cứ nơi nào bạn đi; nó là một công cụ dễ dàng mà chỉ có những từ bạn muốn và nhu cầu! Toàn bộ từ điển là một danh sách chữ cái của từ y tế với các định nghĩa. Sách điện tử này là dễ hiểu dẫn đến thuật ngữ y tế cho bất cứ ai dù sao bất cứ lúc nào. Nội dung của sách điện tử này chỉ được sử dụng cho mục đích thông tin. Nó luôn luôn là một ý tưởng tốt để tham khảo ý kiến một bác sĩ chuyên nghiệp với vấn đề sức khỏe.,https://books.google.com/books/content?id=aW1ODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,N/A
